Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
6569735,Dark Places,Gillian Flynn,"Flynn, Gillian",,"=""""","=""""",0,3.94,Broadway Books,Kindle Edition,370,2009,2009,,2023/01/30,to-read,to-read (#257),to-read,,,,0,0
11623,The Unabridged Journals of Sylvia Plath,Sylvia Plath,"Plath, Sylvia",Karen V. Kukil,"=""0385720254""","=""9780385720250""",0,4.28,Vintage,Paperback,732,2000,2000,,2023/01/26,to-read,to-read (#256),to-read,,,,0,0
11672159,The Dark Wife,Sarah Diemer,"Diemer, Sarah",,"=""1461179939""","=""9781461179931""",0,3.79,CreateSpace Independent Publishing Platform,Paperback,264,2011,2011,,2023/01/26,to-read,to-read (#255),to-read,,,,0,0
54814676,Crying in H Mart,Michelle Zauner,"Zauner, Michelle",,"=""0525657746""","=""9780525657743""",4,4.24,Knopf,Hardcover,256,2021,2021,,2021/12/10,,,read,,,,1,0
59316317,All The Lovers In The Night,Mieko Kawakami,"Kawakami, Mieko","Sam Bett, David  Boyd","=""1509898263""","=""9781509898268""",0,3.68,Picador,Paperback,219,2022,2011,,2023/01/15,to-read,to-read (#254),to-read,,,,0,0
61198133,"The Stolen Heir (The Stolen Heir Duology, #1)",Holly Black,"Black, Holly",,"=""0316592706""","=""9780316592703""",0,3.93,"Little, Brown Books for Young Readers",Hardcover,356,2023,2023,,2023/01/11,to-read,to-read (#253),to-read,,,,0,0
49455,Notes from Underground,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Richard Pevear, Larissa Volokhonsky, Donald Fanger","=""067973452X""","=""9780679734529""",0,4.17,Vintage Classics,Paperback,136,1994,1864,,2023/01/10,to-read,to-read (#252),to-read,,,,0,0
50202953,Piranesi,Susanna Clarke,"Clarke, Susanna",,"=""163557563X""","=""9781635575637""",0,4.22,Bloomsbury,Hardcover,272,2020,2020,,2023/01/10,to-read,to-read (#251),to-read,,,,0,0
53095648,Tennis Lessons,Susannah  Dickey,"Dickey, Susannah",,"=""0857526863""","=""9780857526861""",0,3.39,Doubleday,Hardcover,256,2020,2020,,2023/01/10,to-read,to-read (#250),to-read,,,,0,0
59616446,Stargazer,Laurie Petrou,"Petrou, Laurie",,"=""0857308238""","=""9780857308238""",0,3.68,Verve Books,Kindle Edition,272,2022,2022,,2023/01/10,to-read,to-read (#249),to-read,,,,0,0
59629744,Diary of a Void,Emi Yagi,"Yagi, Emi","David  Boyd, Lucy North","=""0143136879""","=""9780143136873""",0,3.49,Viking,Hardcover,213,2022,2020,,2023/01/10,to-read,to-read (#248),to-read,,,,0,0
59793324,Life Ceremony,Sayaka Murata,"Murata, Sayaka",Ginny Tapley Takemori,"=""0802159583""","=""9780802159588""",0,3.74,Grove Press,Hardcover,256,2022,2019,,2023/01/10,to-read,to-read (#247),to-read,,,,0,0
50146,Goodbye Tsugumi,Banana Yoshimoto,"Yoshimoto, Banana",Michael Emmerich,"=""0571212794""","=""9780571212798""",0,3.77,Faber & Faber,Paperback,186,2002,1989,,2023/01/10,to-read,to-read (#246),to-read,,,,0,0
58966216,Juniper & Thorn,Ava Reid,"Reid, Ava",,"=""0062973169""","=""9780062973160""",0,3.63,Harper Voyager,Hardcover,368,2022,2022,,2022/12/12,to-read,to-read (#245),to-read,,,,0,0
54492651,Acts of Desperation,Megan Nolan,"Nolan, Megan",,"=""0316429856""","=""9780316429856""",0,3.71,"Little, Brown and Company",Hardcover,288,2021,2021,,2022/11/24,to-read,to-read (#244),to-read,,,,0,0
58662236,Small Things Like These,Claire Keegan,"Keegan, Claire",,"=""0802158749""","=""9780802158741""",0,4.11,Grove Press,Hardcover,128,2021,2021,,2022/11/20,to-read,to-read (#243),to-read,,,,0,0
54657834,Murder for the Modern Girl,Kendall Kulper,"Kulper, Kendall",,"=""0823449726""","=""9780823449729""",0,3.81,Holiday House,Hardcover,347,2022,2022,,2022/11/20,to-read,to-read (#242),to-read,,,,0,0
54173267,Happy Hour,Marlowe Granados,"Granados, Marlowe",,"=""1989919006""","=""9781989919002""",0,3.48,Flying Books,Paperback,280,2020,2020,,2022/10/20,to-read,to-read (#241),to-read,,,,0,0
56927764,Heaven,Mieko Kawakami,"Kawakami, Mieko","Sam Bett, David  Boyd","=""1509898247""","=""9781509898244""",4,3.79,Picador,Paperback,167,2021,2009,2022/09/24,2022/09/24,2022,2022 (#14),read,took a long break after chapter 8,,,1,0
59364173,I'm Glad My Mom Died,Jennette McCurdy,"McCurdy, Jennette",,"=""""","=""""",5,4.44,Simon & Schuster,ebook,320,2022,2022,2022/10/09,2022/08/14,"2022, favorites","2022 (#16), favorites (#8)",read,this was painful,,,1,0
60911699,"The Summer I Turned Pretty (Summer, #1)",Jenny Han,"Han, Jenny",,"=""""","=""""",2,3.74,Simon & Schuster Books for Young Readers,Kindle Edition,295,2022,2009,2022/01/01,2022/09/24,2022,2022 (#15),read,belly was almost as bad as tricia levenseller's mcs,,,1,0
56755542,Not Here to Be Liked,Michelle Quach,"Quach, Michelle",,"=""0063038366""","=""9780063038363""",0,3.63,HarperCollins,Hardcover,384,2021,2021,,2021/11/12,to-read,to-read (#167),to-read,,,,0,0
22557272,The Girl on the Train,Paula Hawkins,"Hawkins, Paula",,"=""1594633665""","=""9781594633669""",0,3.96,Riverhead Books,Hardcover,336,2015,2015,,2022/09/04,to-read,to-read (#240),to-read,,,,0,0
34810320,Sadie,Courtney Summers,"Summers, Courtney",,"=""1250105714""","=""9781250105714""",0,4.03,Wednesday Books,Hardcover,308,2018,2018,,2022/09/04,to-read,to-read (#239),to-read,,,,0,0
51591586,The Forest of Stolen Girls,June Hur,"Hur, June",,"=""1250229588""","=""9781250229588""",0,3.75,Feiwel & Friends,Hardcover,367,2021,2021,,2022/09/04,to-read,to-read (#238),to-read,,,,0,0
44280973,The Silence of Bones,June Hur,"Hur, June",,"=""1250229553""","=""9781250229557""",0,3.82,Feiwel & Friends,Hardcover,326,2020,2021,,2022/09/04,to-read,to-read (#237),to-read,,,,0,0
56978115,The Red Palace,June Hur,"Hur, June",,"=""1250800552""","=""9781250800558""",0,4.13,Feiwel & Friends,Hardcover,321,2022,2022,,2022/09/04,to-read,to-read (#236),to-read,,,,0,0
22571552,So You've Been Publicly Shamed,Jon Ronson,"Ronson, Jon",,"=""1594487138""","=""9781594487132""",0,3.93,Riverhead Books,Hardcover,290,2015,2015,,2022/08/30,to-read,to-read (#235),to-read,,,,0,0
195590,Sleepwalking,Meg Wolitzer,"Wolitzer, Meg",,"=""0380682214""","=""9780380682218""",0,3.45,Avon Flare,Paperback,224,1984,1982,,2022/08/30,to-read,to-read (#234),to-read,,,,0,0
50042494,Ghosts,Dolly Alderton,"Alderton, Dolly",,"=""0241434548""","=""9780241434543""",0,3.87,Fig Tree,Hardcover,352,2020,2020,,2022/08/30,to-read,to-read (#233),to-read,,,,0,0
46041465,Everything I Know About Love,Dolly Alderton,"Alderton, Dolly",,"=""0062968785""","=""9780062968784""",0,3.95,Harper,Hardcover,368,2020,2018,,2022/08/30,to-read,to-read (#232),to-read,,,,0,0
89717,The Haunting of Hill House,Shirley Jackson,"Jackson, Shirley",Laura Miller,"=""0143039989""","=""9780143039983""",0,3.81,Penguin Classics,Paperback,182,2006,1959,,2022/08/30,to-read,to-read (#231),to-read,,,,0,0
57693262,Cleopatra and Frankenstein,Coco Mellors,"Mellors, Coco",,"=""1635576814""","=""9781635576818""",0,3.69,Bloomsbury Publishing,Paperback,368,2022,2022,,2022/08/30,to-read,to-read (#230),to-read,,,,0,0
251688,Breakfast at Tiffany’s and Three Stories,Truman Capote,"Capote, Truman",,"=""""","=""""",0,3.85,Vintage Books,Paperback,142,1993,1958,,2022/08/30,to-read,to-read (#229),to-read,,,,0,0
46164,Tender Is the Night,F. Scott Fitzgerald,"Fitzgerald, F. Scott",Amor Towles,"=""""","=""""",0,3.77,Scribner,Paperback,430,1995,1934,,2022/08/14,to-read,to-read (#228),to-read,,,,0,0
54613751,House of Hollow,Krystal Sutherland,"Sutherland, Krystal",,"=""059311034X""","=""9780593110348""",0,4.01,G.P. Putnam's Sons Books for Young Readers,Hardcover,292,2021,2021,,2022/08/11,to-read,to-read (#227),to-read,,,,0,0
57423631,Daughters of Sparta,Claire Heywood,"Heywood, Claire",,"=""0593184378""","=""9780593184370""",0,3.86,Dutton,Paperback,370,2021,2021,,2022/08/02,to-read,to-read (#226),to-read,,,,0,0
57693172,A Flicker in the Dark,Stacy Willingham,"Willingham, Stacy",,"=""1250803829""","=""9781250803825""",0,3.97,Minotaur Books,Hardcover,357,2022,2022,,2022/07/30,to-read,to-read (#225),to-read,,,,0,0
59548543,All the Shattered Pieces,B. Celeste,"Celeste, B.",,"=""""","=""""",0,3.97,,Kindle Edition,89,2021,2021,2022/07/24,2022/07/24,2022,2022 (#13),read,didnt really like utst that much but this Hurt,,,1,0
43868109,Empire of Pain: The Secret History of the Sackler Dynasty,Patrick Radden Keefe,"Keefe, Patrick Radden",,"=""0385545681""","=""9780385545686""",0,4.54,Doubleday,Hardcover,535,2021,2021,,2022/07/15,to-read,to-read (#224),to-read,,,,0,0
59693959,Lapvona,Ottessa Moshfegh,"Moshfegh, Ottessa",,"=""""","=""""",0,3.53,Penguin Press,Kindle Edition,313,2022,2022,,2022/07/02,to-read,to-read (#223),to-read,,,,0,0
18710209,"Tiny Pretty Things (Tiny Pretty Things, #1)",Sona Charaipotra,"Charaipotra, Sona",Dhonielle Clayton,"=""""","=""""",0,3.67,HarperTeen,ebook,448,2015,2015,,2022/07/02,to-read,to-read (#222),to-read,,,,0,0
8680278,"We'll Always Have Summer (Summer, #3)",Jenny Han,"Han, Jenny",,"=""1416995587""","=""9781416995586""",3,3.78,Simon & Schuster Children's Publishing,Hardcover,291,2011,2011,2022/01/01,2022/06/21,2022,2022 (#12),read,,,,1,0
35896828,"It's Not Summer Without You (Summer, #2)",Jenny Han,"Han, Jenny",,"=""""","=""""",2,3.74,Simon & Schuster Books For Young Readers,Paperback,275,2011,2010,2022/01/01,2022/06/21,,,read,,,,1,0
57426932,Gothikana,RuNyx,"RuNyx, RuNyx",,"=""""","=""""",0,3.76,,Kindle Edition,456,2021,2021,,2022/06/16,to-read,to-read (#221),to-read,,,,0,0
522534,"Geisha, a Life",Mineko Iwasaki,"Iwasaki, Mineko",Rande Brown,"=""0743444299""","=""9780743444293""",0,3.93,Atria Books,Paperback,297,2003,2002,,2022/06/14,to-read,to-read (#220),to-read,,,,0,0
28678119,"Paper Princess (The Royals, #1)",Erin Watt,"Watt, Erin","Elle Kennedy, Jen Frederick","=""""","=""""",1,3.91,Timeout LLC,Kindle Edition,370,2016,2016,2022/06/11,2022/06/10,,,read,"this is probably the worst book ive read since the shadows between us<br/><br/>very problematic, horrible plot and writing that made it so obvious that this was written by a middle aged woman, and id prob rate it lower if i could. also why is she writing abt minors like this. it was so weird esp when the mc strips for her new stepdad. the author obviously has some serious issues. the ending was so abrupt and a very small part of me wants answers, but i hate this book too much to continue",,,1,0
50269327,Earthlings,Sayaka Murata,"Murata, Sayaka",Ginny Tapley Takemori,"=""1783785675""","=""9781783785674""",0,3.60,Granta Books,Hardcover,247,2020,2018,2022/01/17,2022/01/17,2022,2022 (#4),read,"this was so disturbing, i actually dont know what ive just experienced. it was the same feeling i got from 'things have gotten worse since we last spoke' but this was better i think (??) <br/><br/>but there were good discussions of social alienation and implications of childhood trauma. it was a rlly good development from her childhood into her adulthood and how her abuse resulted in this delirious escapism. <br/><br/>i knew the content warnings when i started reading the books but because of muratas descriptions and narration i felt sick sometimes lmao. especially in the beginning when she was a child. her obvious naivety in her narration was so depressing and disturbing to read in the given circumstances like her sexual assault and the . cannibalism <br/><br/>i dont know what ive taken away But i did take something away from this book. but honestly reading this just felt like a fever dream. cant even rate it.",true,,1,0
53457092,"Six Crimson Cranes (Six Crimson Cranes, #1)",Elizabeth Lim,"Lim, Elizabeth",,"=""0593300939""","=""9780593300930""",0,4.18,Knopf,ebook,454,2021,2021,,2022/06/04,to-read,to-read (#219),to-read,,,,0,0
123942,A Very Easy Death,Simone de Beauvoir,"Beauvoir, Simone de",,"=""0394728998""","=""9780394728995""",0,4.06,Pantheon,Paperback,112,1985,1964,,2022/05/19,to-read,to-read (#217),to-read,,,,0,0
28109997,"Slow Days, Fast Company: The World, the Flesh, and L.A.",Eve Babitz,"Babitz, Eve",Matthew  Specktor,"=""1681370085""","=""9781681370088""",0,4.09,New York Review Books,Paperback,162,2016,1977,,2022/05/15,to-read,to-read (#216),to-read,,,,0,0
6514,The Bell Jar,Sylvia Plath,"Plath, Sylvia",,"=""0571268862""","=""9780571268863""",0,4.05,Harper Perennial Modern Classics,Paperback,294,2006,1963,,2022/05/15,to-read,to-read (#215),to-read,,,,0,0
52873922,Winter in Sokcho,Elisa Shua Dusapin,"Dusapin, Elisa Shua",Aneesa Abbas Higgins,"=""1911547542""","=""9781911547549""",0,3.54,Daunt Books Publishing,Paperback,154,2020,2016,,2022/05/15,to-read,to-read (#214),to-read,,,,0,0
475853,Black Swans,Eve Babitz,"Babitz, Eve",,"=""051714445X""","=""9780517144459""",0,3.86,Random House Value Publishing,Hardcover,256,1995,1993,,2022/05/15,to-read,to-read (#213),to-read,,,,0,0
43893870,Milk Blood Heat,Dantiel W. Moniz,"Moniz, Dantiel W.",,"=""0802158153""","=""9780802158154""",0,4.02,Grove/Atlantic,Hardcover,208,2021,2021,,2022/05/15,to-read,to-read (#212),to-read,,,,0,0
11987,The Myth of Sisyphus and Other Essays,Albert Camus,"Camus, Albert",Justin O'Brien,"=""""","=""""",0,4.22,Vintage International,Paperback,212,1991,1942,,2022/05/15,to-read,to-read (#211),to-read,,,,0,0
37969723,"The Silence of the Girls (Women of Troy, #1)",Pat Barker,"Barker, Pat",,"=""""","=""""",0,3.89,Doubleday Books,Hardcover,325,2018,2018,2022/01/01,2022/05/14,2022,2022 (#11),read,,,,1,0
25812109,The Female of the Species,Mindy McGinnis,"McGinnis, Mindy",,"=""""","=""""",4,4.14,Katherine Tegen Books,Paperback,368,2016,2016,2022/05/15,2022/05/12,2022,2022 (#10),read,im so . ,,,1,0
11297,Norwegian Wood,Haruki Murakami,"Murakami, Haruki",Jay Rubin,"=""0375704027""","=""9780375704024""",4,3.99,Vintage Books,Paperback,296,2000,1987,2022/01/01,2021/04/02,2022,2022 (#9),read,,,,1,0
53425123,Orfeia,Joanne M. Harris,"Harris, Joanne M.",Bonnie Helen Hawkins,"=""1473229979""","=""9781473229976""",0,3.73,Gollancz,Kindle Edition,153,2020,2020,,2022/05/08,to-read,to-read (#210),to-read,,,,0,0
56155225,"The Women of Troy (Women of Troy, #2)",Pat Barker,"Barker, Pat",,"=""024142724X""","=""9780241427248""",0,3.83,Hamish Hamilton,Paperback,320,2021,2021,,2022/05/08,to-read,to-read (#209),to-read,,,,0,0
3254,The Trojan Women,Euripides,"Euripides, Euripides","Gilbert Murray, Alan Shapiro","=""1420927329""","=""9781420927320""",0,3.88,Digireads.com,Paperback,80,2006,-415,,2022/05/08,to-read,to-read (#208),to-read,,,,0,0
56978100,The Girl Who Fell Beneath the Sea,Axie Oh,"Oh, Axie",,"=""1250780861""","=""9781250780867""",0,4.09,Feiwel & Friends,Hardcover,325,2022,2022,,2022/05/08,to-read,to-read (#207),to-read,,,,0,0
57127277,Kaikeyi,Vaishnavi Patel,"Patel, Vaishnavi",,"=""0759557330""","=""9780759557338""",0,4.18,Redhook,Hardcover,478,2022,2022,,2022/04/26,to-read,to-read (#206),to-read,,,,0,0
59133852,Shoko's Smile: Stories,Choi Eun-young,"Eun-young, Choi",Sung Ryu,"=""1529376025""","=""9781529376029""",0,3.91,Hodder & Stoughton ,Hardcover,272,2021,2016,,2022/03/31,to-read,to-read (#205),to-read,,,,0,0
40740914,If Cats Disappeared from the World,Genki Kawamura,"Kawamura, Genki",Eric Selland,"=""1509889175""","=""9781509889174""",0,3.79,Picador,Paperback,202,2018,2012,,2022/03/16,to-read,to-read (#204),to-read,,,,0,0
13623150,"Destroy Me (Shatter Me, #1.5)",Tahereh Mafi,"Mafi, Tahereh",,"=""0062208195""","=""9780062208194""",2,3.95,Harper,Kindle Edition,111,2012,2012,2021/01/01,2021/02/19,2021,2021 (#5),read,,,,1,0
18465930,Last Words from Montmartre,Qiu Miaojin,"Miaojin, Qiu",Ari Larissa Heinrich,"=""1590177258""","=""9781590177259""",0,3.84,NYRB Classics,Paperback,176,2014,1996,,2022/03/10,to-read,to-read (#203),to-read,,,,0,0
27071490,Homegoing,Yaa Gyasi,"Gyasi, Yaa",,"=""""","=""""",0,4.47,Alfred A. Knopf,Hardcover,305,2016,2016,,2022/03/08,to-read,to-read (#202),to-read,,,,0,0
18166936,The Strange and Beautiful Sorrows of Ava Lavender,Leslye Walton,"Walton, Leslye",,"=""0763665665""","=""9780763665661""",0,4.03,Candlewick Press,Hardcover,301,2014,2014,,2022/03/06,to-read,to-read (#201),to-read,,,,0,0
52706058,"The Honjin Murders (Detective Kosuke Kindaichi, #1)",Seishi Yokomizo,"Yokomizo, Seishi",Louise Heal Kawai,"=""1782275002""","=""9781782275008""",0,3.64,Pushkin Vertigo,Paperback,189,2019,1946,,2022/03/06,to-read,to-read (#200),to-read,,,,0,0
22946283,A Cup of Salt Tears,Victoria Isabel Yap,"Yap, Victoria Isabel",,"=""""","=""""",0,3.47,Tor Books,Kindle Edition,21,2014,2014,,2022/03/04,to-read,to-read (#199),to-read,,,,0,0
52017136,Underneath the Sycamore Tree,B. Celeste,"Celeste, B.",,"=""""","=""""",2,4.12,,Kindle Edition,414,2019,2019,2021/06/14,2021/06/08,2021,2021 (#39),read,idk prob shouldve read the plot before starting stepsiblings just doesnt do it 4 me um,,,1,0
59344312,Verity,Colleen Hoover,"Hoover, Colleen",,"=""153872474X""","=""9781538724743""",2,4.30,Grand Central Publishing,ebook,336,2021,2018,2022/02/24,2021/10/18,2022,2022 (#7),read,,,,1,0
52867387,Beach Read,Emily Henry,"Henry, Emily",,"=""1984806734""","=""9781984806734""",3,3.97,Berkley,Paperback,358,2020,2020,2022/02/12,2021/11/10,2022,2022 (#8),read,"this was a lot better than i expected. first of all, gus was everything and honestly i liked how he, january, and their relationship was written and evolved. they were so messy but that made them enjoyable. also the cult stuff and research was so fun to read. the pacing was weird though and i dont really think i felt attached to anyone except gus. and although i enjoyed the cult stuff, the bet had sm more potential and i feel like emily henry only grazed it.<br/><br/>this might be biased bc i bought the book and i refuse to think that i spent money on a book rated less than 3 stars and besides nusaybah set my expectations for this book quite low. but i do think i genuinely enjoyed this book. ",,,1,0
20886492,Her Name in the Sky,Kelly Quindlen,"Quindlen, Kelly",,"=""1495335291""","=""9781495335297""",4,4.26,CreateSpace Independent Publishing Platform,Paperback,402,2014,2014,2021/02/20,2020/12/28,2021,2021 (#20),read,BAKERHANNAH COME HOME. <br/><br/>the author took a rlly good approach to issues like internalised homophobia and she rlly developed the main relationship and took her time w them which was the most enjoyable part ab this book,,,1,0
53195923,Nothing But Blackened Teeth,Cassandra Khaw,"Khaw, Cassandra",,"=""1250759412""","=""9781250759412""",2,2.64,Tor Nightfire,Hardcover,125,2021,2021,2022/01/14,2022/01/14,2022,2022 (#3),read,the characters and pacing sucked ass and the ending felt rushed but i think it made a good point of making the only white rich man die,true,,1,0
56552946,Horseman: A Tale of Sleepy Hollow,Christina Henry,"Henry, Christina",,"=""0593199782""","=""9780593199787""",0,3.69,Berkley,Paperback,302,2021,2021,,2022/02/23,to-read,to-read (#198),to-read,,,,0,0
49185974,Gods of Jade and Shadow,Silvia Moreno-Garcia,"Moreno-Garcia, Silvia",,"=""052562077X""","=""9780525620778""",0,3.88,Del Rey,Paperback,340,2020,2019,,2022/02/20,to-read,to-read (#197),to-read,,,,0,0
57945316,Babel,R.F. Kuang,"Kuang, R.F.",,"=""0063021420""","=""9780063021426""",0,4.15,Harper Voyager,Hardcover,544,2022,2022,,2022/02/19,to-read,to-read (#196),to-read,,,,0,0
34607044,Devotion,Patti Smith,"Smith, Patti",,"=""0300218621""","=""9780300218626""",0,3.85,Yale University Press,Hardcover,95,2017,2017,,2022/02/02,to-read,to-read (#195),to-read,,,,0,0
17686,"Diaries, 1910-1923",Franz Kafka,"Kafka, Franz",,"=""0805209069""","=""9780805209068""",0,4.22,Schocken,Paperback,521,1988,1949,,2022/02/02,to-read,to-read (#194),to-read,,,,0,0
52878453,Death in Her Hands,Ottessa Moshfegh,"Moshfegh, Ottessa",,"=""1984879359""","=""9781984879356""",0,3.23,Penguin Press,Hardcover,259,2020,2020,,2022/01/30,to-read,to-read (#193),to-read,,,,0,0
57739876,To Paradise,Hanya Yanagihara,"Yanagihara, Hanya",,"=""0385547935""","=""9780385547932""",0,3.74,Doubleday,Hardcover,720,2022,2022,,2022/01/28,to-read,to-read (#192),to-read,,,,0,0
11222940,No Longer Human,Osamu Dazai,"Dazai, Osamu",Donald Keene,"=""""","=""""",5,3.95,New Directions Publishing,Paperback,177,2001,1948,2022/01/26,2021/11/12,"2022, favorites","2022 (#6), favorites (#1)",read,so so good i cant breathe,,,1,0
48909025,A Far Wilder Magic,Allison Saft,"Saft, Allison",,"=""1250623650""","=""9781250623652""",0,3.82,Wednesday Books,Hardcover,384,2022,2022,,2022/01/24,to-read,to-read (#191),to-read,,,,0,0
54776198,The Portrait of a Mirror,A. Natasha Joukovsky,"Joukovsky, A. Natasha",,"=""1419752162""","=""9781419752162""",0,3.59,Harry N. Abrams,Hardcover,320,2021,2021,,2022/01/24,to-read,to-read (#190),to-read,,,,0,0
54633169,Lonely Castle in the Mirror,Mizuki Tsujimura,"Tsujimura, Mizuki",Philip Gabriel,"=""0857527282""","=""9780857527288""",0,4.24,Doubleday,Paperback,355,2021,2017,,2022/01/22,to-read,to-read (#189),to-read,,,,0,0
50892240,They Never Learn,Layne Fargo,"Fargo, Layne",,"=""1982132027""","=""9781982132026""",0,3.90,Gallery/Scout Press,Hardcover,378,2020,2020,,2022/01/22,to-read,to-read (#188),to-read,,,,0,0
56577430,"The Blood on the Blade (The Descent of the Drowned, #2)",Ana Lal Din,"Din, Ana Lal",,"=""""","=""""",0,5.00,White Tigress Press,Unknown Binding,,2023,2023,,2022/01/22,to-read,to-read (#187),to-read,,,,0,0
10429045,"Shatter Me (Shatter Me, #1)",Tahereh Mafi,"Mafi, Tahereh",,"=""0062085484""","=""9780062085481""",1,3.84,Harper,Hardcover,338,2011,2011,2021/01/01,2021/02/19,2021,2021 (#23),read,it was easy to get through but i didnt care abt anyone except kenji lol,,,1,0
40727470,"Stalking Jack the Ripper (Stalking Jack the Ripper, #1)",Kerri Maniscalco,"Maniscalco, Kerri",,"=""0316273503""","=""9780316273503""",2,3.92,Jimmy Patterson,Kindle Edition,337,2016,2016,2021/01/01,2021/03/20,2021,2021 (#16),read,"it was pretty badly paced, didnt rlly hook me for more than half the book, and it was predictable but stayed for cressworth my woofs",,,1,0
54618808,XOXO,Axie Oh,"Oh, Axie",,"=""0063025019""","=""9780063025011""",2,3.79,HarperTeen,Kindle Edition,352,2021,2021,2021/09/01,2021/08/25,,,read,idk the mcs were bland and the relationship was meh,,,1,0
46041199,"Kim Jiyoung, Born 1982",Cho Nam-Joo,"Nam-Joo, Cho",Jamie Chang,"=""1631496700""","=""9781631496707""",4,4.16,Liveright,Hardcover,163,2020,2016,2022/01/06,2021/05/30,2022,2022 (#5),read,i started reading this book back in december idk why it took me so long to finish bc holy shit this was so good,,,1,0
3532,First Love,Ivan Turgenev,"Turgenev, Ivan",Constance Garnett,"=""0974607894""","=""9780974607894""",0,3.76,Melville House Publishing,Paperback,124,2009,1860,,2022/01/17,to-read,to-read (#186),to-read,,,,0,0
24885506,"Clockwork Princess (The Infernal Devices, #3)",Cassandra Clare,"Clare, Cassandra",,"=""1481456032""","=""9781481456036""",4,4.55,Margaret K. McElderry Books,Paperback,571,2015,2013,2018/01/01,2022/01/17,,,read,throwing up shitting tears this is why nobody loves u judith,,,1,0
22822858,A Little Life,Hanya Yanagihara,"Yanagihara, Hanya",,"=""0385539258""","=""9780385539258""",5,4.28,Doubleday,Hardcover,720,2015,2015,2021/06/17,2021/02/22,"2021, favorites","2021 (#43), favorites (#5)",read,feeling so empty i'm drained,,,1,0
44294655,A Certain Hunger,Chelsea G. Summers,"Summers, Chelsea G.",,"=""""","=""""",0,3.72,Audible Studios,Paperback,250,2019,2019,,2022/01/17,to-read,to-read (#185),to-read,,,,0,0
55867897,A Touch of Jen,Beth  Morgan,"Morgan, Beth",,"=""0316704261""","=""9780316704267""",0,3.25,"Little, Brown and Company",Hardcover,320,2021,2021,,2022/01/17,to-read,to-read (#184),to-read,,,,0,0
57431943,"The Flatshare (The Flatshare, #1)",Beth O'Leary,"O'Leary, Beth",,"=""""","=""""",0,3.98,,,,,2019,,2022/01/16,to-read,to-read (#183),to-read,,,,0,0
13104080,"Unravel Me (Shatter Me, #2)",Tahereh Mafi,"Mafi, Tahereh",,"=""0062085530""","=""9780062085535""",1,4.10,HarperCollins ,Hardcover,480,2013,2013,2021/01/01,2021/02/19,2021,2021 (#4),read,it was better than the first book imo but the plot bored me a lot i was reading in circles and got tired quickly. honestly i just needed adam out of the main plot he was insufferable and ruined my reading experience,,,1,0
50144,Kitchen,Banana Yoshimoto,"Yoshimoto, Banana","Megan Backus, Noguchi Rika","=""0802142443""","=""9780802142443""",4,3.90,Grove Press,Paperback,160,2006,1988,2022/01/12,2022/01/12,2022,2022 (#2),read,nothing in this book was particularly riveting but something abt it stuck with me and i really really enjoyed it,,,1,0
30091914,Human Acts,Han Kang,"Kang, Han",Deborah     Smith,"=""1101906723""","=""9781101906729""",0,4.27,Hogarth,Hardcover,218,2017,2014,,2022/01/11,to-read,to-read (#182),to-read,,,,0,0
40725252,Wakenhyrst,Michelle Paver,"Paver, Michelle",,"=""1788549562""","=""9781788549561""",0,3.87,Head of Zeus,Hardcover,359,2019,2019,,2022/01/09,to-read,to-read (#181),to-read,,,,0,0
7514925,Tiger Lily,Jodi Lynn Anderson,"Anderson, Jodi Lynn",,"=""0062114611""","=""9780062114617""",5,3.96,HarperCollins Children's Books,ebook,292,2012,2012,2021/06/11,2021/06/04,"2021, favorites","2021 (#40), favorites (#4)",read,,,,1,0
11408650,"The Unbecoming of Mara Dyer (Mara Dyer, #1)",Michelle Hodkin,"Hodkin, Michelle",,"=""1442421789""","=""9781442421783""",3,4.01,Simon & Schuster Books for Young Readers,Kindle Edition,456,2011,2011,2022/01/04,2021/11/12,2022,2022 (#1),read,,,,1,0
53138104,Revenge of the Sluts,Natalie  Walton,"Walton, Natalie",,"=""1989365515""","=""9781989365519""",2,3.65,Wattpad Books,Paperback,328,2021,2021,2021/01/01,2021/04/03,2021,2021 (#17),read,,,,1,0
17329126,Cassandra,Christa Wolf,"Wolf, Christa",,"=""1907970118""","=""9781907970115""",0,3.87,Daunt Books,Paperback,200,2013,1983,,2022/01/01,to-read,to-read (#180),to-read,,,,0,0
54388240,Boy Parts,Eliza  Clark,"Clark, Eliza",,"=""1910312630""","=""9781910312636""",0,3.72,Influx Press,Paperback,301,2020,2020,,2021/12/12,to-read,to-read (#179),to-read,,,,0,0
58744977,"The Last Thing He Told Me (Hannah Hall, #1)",Laura Dave,"Dave, Laura",,"=""""","=""""",0,3.83,Simon & Schuster,Hardcover,306,2021,2021,,2021/12/10,to-read,to-read (#178),to-read,,,,0,0
