Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
58065803,Cherish Farrah,Bethany C. Morrow,"Morrow, Bethany C.",,"=""0593185382""","=""9780593185384""",0,3.01,Dutton,Hardcover,336,2022,2022,,2022/06/15,to-read,to-read (#18),to-read,,,,0,0
57693262,Cleopatra and Frankenstein,Coco Mellors,"Mellors, Coco",,"=""1635576814""","=""9781635576818""",0,3.70,Bloomsbury Publishing,Paperback,368,2022,2022,,2022/06/15,to-read,to-read (#17),to-read,,,,0,0
40670312,The One,John Marrs,"Marrs, John",,"=""""","=""""",3,4.10,Hanover Square Press,ebook,418,2018,2016,2022/06/14,2022/06/08,,,read,,,,1,0
35959740,Circe,Madeline Miller,"Miller, Madeline",,"=""0316556343""","=""9780316556347""",4,4.22,"Little, Brown and Company",Hardcover,393,2018,2018,2022/06/10,2022/06/08,,,read,,,,1,0
57693505,"How to Love Your Neighbor (Jansen Brothers, #2)",Sophie Sullivan,"Sullivan, Sophie",,"=""1250624185""","=""9781250624185""",3,3.36,Griffin,Paperback,352,2022,2022,2022/01/01,2022/06/13,,,read,,,,1,0
6969,Emma,Jane Austen,"Austen, Jane",Fiona Stafford,"=""0141439580""","=""9780141439587""",0,4.05,Penguin Books,Paperback,474,2003,1815,,2022/01/31,to-read,to-read (#16),to-read,,,,0,0
58100280,"The Cheat Sheet (The Cheat Sheet, #1)",Sarah       Adams,"Adams, Sarah",,"=""""","=""""",3,3.71,,Kindle Edition,306,2021,2021,2022/01/01,2022/06/08,,,read,,,,1,0
36616102,Carmilla,J. Sheridan Le Fanu,"Fanu, J. Sheridan Le",,"=""1548367702""","=""9781548367701""",0,3.87,CreateSpace Independent Publishing Platform,Paperback,67,2017,1872,,2022/06/06,to-read,to-read (#15),to-read,,,,0,0
55710822,"Better Than the Movies (Better Than the Movies, #1)",Lynn Painter,"Painter, Lynn",,"=""1534467629""","=""9781534467620""",2,4.26,Simon & Schuster Books for Young Readers,Hardcover,356,2021,2021,2022/01/01,2022/05/07,,,read,,,,1,0
44286258,The Henna Wars,Adiba Jaigirdar,"Jaigirdar, Adiba",,"=""""","=""""",1,3.92,Page Street Kids,Hardcover,400,2020,2020,2022/01/06,2022/01/04,,,read,,,,1,0
36809135,Where the Crawdads Sing,Delia Owens,"Owens, Delia",,"=""0735219117""","=""9780735219113""",3,4.37,G.P. Putnam’s Sons,ebook,384,2018,2018,2022/01/01,2022/04/30,,,read,,,,1,0
58536037,"Woman, Eating",Claire Kohda,"Kohda, Claire",,"=""0063140888""","=""9780063140882""",0,3.44,HarperVia,Hardcover,240,2022,2022,,2022/04/28,to-read,to-read (#14),to-read,,,,0,0
1162543,"Breaking Dawn (The Twilight Saga, #4)",Stephenie Meyer,"Meyer, Stephenie",,"=""031606792X""","=""9780316067928""",2,3.75,"Little, Brown and Company",Hardcover,756,2008,2008,2022/04/24,2022/01/20,,,read,,,,1,0
54985743,People We Meet on Vacation,Emily Henry,"Henry, Emily",,"=""1984806750""","=""9781984806758""",3,3.85,"A Jove Book, Berkley",Paperback,364,2021,2021,2021/01/01,2021/10/02,,,read,,,,1,0
49259788,The Summer of Broken Rules,K.L. Walther,"Walther, K.L.",,"=""1728210291""","=""9781728210292""",0,3.89,Sourcebooks Fire,Paperback,359,2021,2021,,2022/04/08,to-read,to-read (#13),to-read,,,,0,0
43262893,The Wives,Tarryn Fisher,"Fisher, Tarryn",,"=""1488054355""","=""9781488054358""",3,3.66,Graydon House,ebook,295,2019,2019,2022/01/01,2022/03/23,,,read,,,,1,0
46227658,Purple Hibiscus,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",,"=""""","=""""",4,4.18,Algonquin Books,Paperback,307,2012,2003,2022/01/01,2022/03/12,,,read,,,,1,0
58468990,The Paris Apartment,Lucy Foley,"Foley, Lucy",,"=""0063003058""","=""9780063003057""",0,3.65,William Morrow,Hardcover,360,2022,2022,,2022/03/10,to-read,to-read (#12),to-read,,,,0,0
57938995,Don't Cry for Me,Daniel     Black,"Black, Daniel",,"=""133542573X""","=""9781335425737""",0,4.37,Hanover Square Press,Hardcover,301,2022,2022,,2022/03/06,to-read,to-read (#11),to-read,,,,0,0
52339313,"Cemetery Boys (Cemetery Boys, #1)",Aiden Thomas,"Thomas, Aiden",,"=""1250250463""","=""9781250250469""",0,4.25,Swoon Reads,Hardcover,344,2020,2020,,2022/03/06,to-read,to-read (#10),to-read,,,,0,0
44321492,Seven Days: Monday–Sunday,Venio Tachibana,"Tachibana, Venio",Rihito Takarai,"=""1974709272""","=""9781974709274""",0,4.10,SuBLime,Paperback,364,2019,2019,,2022/03/06,to-read,to-read (#9),to-read,,,,0,0
53310061,"Dial A for Aunties (Aunties, #1)",Jesse Q. Sutanto,"Sutanto, Jesse Q.",,"=""0593336739""","=""9780593336731""",0,3.69,Berkley,Hardcover,299,2021,2021,,2022/03/01,to-read,to-read (#8),to-read,,,,0,0
40874032,"Vicious (Villains, #1)",V.E. Schwab,"Schwab, V.E.",Victoria Schwab,"=""""","=""""",0,4.19,Tor Books,Kindle Edition,402,2013,2013,,2022/02/28,to-read,to-read (#7),to-read,,,,0,0
54814676,Crying in H Mart,Michelle Zauner,"Zauner, Michelle",,"=""0525657746""","=""9780525657743""",4,4.24,Knopf,Hardcover,243,2021,2021,2022/01/01,2022/02/24,,,read,,,,1,0
44414927,"Fortuna Sworn (Fortuna Sworn, #1)",K.J. Sutton,"Sutton, K.J.",,"=""0578489678""","=""9780578489674""",2,3.57,"Once Upon a Time Books, LLC",Paperback,316,2019,2019,2022/01/01,2022/02/20,,,read,,,,1,0
12220,A Streetcar Named Desire,Tennessee Williams,"Williams, Tennessee",,"=""0822210894""","=""9780822210894""",3,3.98,Dramatist's Play Service,Paperback,107,1998,1947,2022/01/01,2022/02/12,,,read,,,,1,0
51335759,"Good Girl, Bad Blood (A Good Girl's Guide to Murder, #2)",Holly  Jackson,"Jackson, Holly",,"=""1405297751""","=""9781405297752""",2,4.26,Electric Monkey,Paperback,413,2020,2020,2022/01/01,2022/02/09,,,read,this sequel was so boring lol. pretty much the same plot as the first book but a lot less thought out and bland. there was barely any connection to the first book which is pretty important to me in a series and so many events just came out of nowhere ??? literally made zero sense to me and was pretty disappointed because i thought the first book was a fun read. ,,,1,0
56905097,"As Good As Dead (A Good Girl's Guide to Murder, #3)",Holly  Jackson,"Jackson, Holly",,"=""0593379853""","=""9780593379851""",3,4.19,Delacorte Press,Hardcover,500,2021,2021,2022/02/09,2022/02/09,,,read,,,,1,0
40916679,"A Good Girl's Guide to Murder (A Good Girl's Guide to Murder, #1)",Holly  Jackson,"Jackson, Holly",,"=""1405293187""","=""9781405293181""",3,4.29,Electric Monkey,Paperback,433,2019,2019,2022/02/02,2022/01/31,,,read,,,,1,0
428263,"Eclipse (The Twilight Saga, #3)",Stephenie Meyer,"Meyer, Stephenie",,"=""0316160202""","=""9780316160209""",2,3.74,"Little, Brown and Company",Hardcover,629,2007,2007,2022/01/20,2022/01/04,,,read,,,,1,0
7714,Pygmalion,George Bernard Shaw,"Shaw, George Bernard",,"=""0486282228""","=""9780486282220""",3,3.89,Dover Publications,Paperback,82,1994,1913,2022/01/13,2022/01/04,,,read,,,,1,0
59344312,Verity,Colleen Hoover,"Hoover, Colleen",,"=""153872474X""","=""9781538724743""",2,4.30,Grand Central Publishing,ebook,336,2021,2018,2022/01/07,2022/01/04,,,read,,,,1,0
55404546,Malibu Rising,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""1524798657""","=""9781524798659""",4,4.02,Ballantine Books,Hardcover,369,2021,2021,2022/01/01,2022/01/09,,,read,,,,1,0
9522,Persepolis 1,Marjane Satrapi,"Satrapi, Marjane",,"=""2844140580""","=""9782844140586""",3,4.30,L'Association,Paperback,76,2000,2000,2022/01/01,2022/01/03,,,read,,,,1,0
49041,"New Moon (The Twilight Saga, #2)",Stephenie Meyer,"Meyer, Stephenie",,"=""0316160199""","=""9780316160193""",1,3.61,"Little, Brown and Company",Hardcover,563,2006,2006,2022/01/01,2022/01/01,,,read,,,,1,0
128029,A Thousand Splendid Suns,Khaled Hosseini,"Hosseini, Khaled",,"=""1594489505""","=""9781594489501""",4,4.45,Riverhead Books,Hardcover,372,2007,2007,2022/01/01,2022/01/01,,,read,,,,1,0
57009596,That Night,Nidhi  Upadhyay,"Upadhyay, Nidhi",,"=""""","=""""",3,3.71,Penguin Random House India,Kindle Edition,288,2021,2021,2021/01/01,2021/12/31,,,read,,,,1,0
57899793,All My Rage,Sabaa Tahir,"Tahir, Sabaa",,"=""0593202341""","=""9780593202340""",0,4.48,Razorbill,Hardcover,376,2022,2022,,2021/12/29,to-read,to-read (#6),to-read,,,,0,0
56978100,The Girl Who Fell Beneath the Sea,Axie Oh,"Oh, Axie",,"=""1250780861""","=""9781250780867""",0,4.09,Feiwel & Friends,Hardcover,325,2022,2022,,2021/12/29,to-read,to-read (#5),to-read,,,,0,0
52268640,Memphis,Tara M. Stringfellow,"Stringfellow, Tara M.",,"=""0593230485""","=""9780593230480""",0,4.09,The Dial Press,Hardcover,272,2022,2022,,2021/12/29,to-read,to-read (#4),to-read,,,,0,0
57926137,Black Cake,Charmaine Wilkerson,"Wilkerson, Charmaine",,"=""""","=""""",0,4.09,Ballantine Books,Hardcover,385,2022,2022,,2021/12/29,to-read,to-read (#3),to-read,,,,0,0
57933338,Violeta,Isabel Allende,"Allende, Isabel",Frances Riddle,"=""0593496205""","=""9780593496206""",0,4.03,Ballantine Books,Paperback,322,2022,2022,,2021/12/29,to-read,to-read (#2),to-read,,,,0,0
9361589,The Night Circus,Erin Morgenstern,"Morgenstern, Erin",,"=""""","=""9780385534635""",3,4.00,Doubleday,Hardcover,506,2011,2011,2021/12/19,2021/10/02,,,read,,,,1,0
20886492,Her Name in the Sky,Kelly Quindlen,"Quindlen, Kelly",,"=""1495335291""","=""9781495335297""",4,4.26,CreateSpace Independent Publishing Platform,Paperback,402,2014,2014,2021/01/01,2021/12/23,,,read,,,,1,0
16143347,We Were Liars,E. Lockhart,"Lockhart, E.",,"=""0385741278""","=""9780385741279""",0,3.65,Delacorte Press,Paperback,320,2018,2014,,2021/10/02,to-read,to-read (#1),to-read,,,,0,0
77203,The Kite Runner,Khaled Hosseini,"Hosseini, Khaled",,"=""159463193X""","=""9781594631931""",4,4.35,Riverhead Books,Paperback,371,2004,2003,2021/01/01,2021/10/06,,,read,,,,1,0
26721568,The Problem with Forever,Jennifer L. Armentrout,"Armentrout, Jennifer L.",,"=""0373212054""","=""9780373212057""",1,3.96,Harlequin Teen,Hardcover,474,2016,2016,2021/01/01,2021/10/06,,,read,,,,1,0
36238089,One Of The Guys,Dawn Doyle,"Doyle, Dawn",,"=""""","=""""",1,3.90,Amazon Digital Services,Kindle Edition,356,2017,2015,2021/01/01,2021/10/06,,,read,,,,1,0
30621602,Crossing the Line (The Rosewoods #10),Katrina Abbott,"Abbott, Katrina",,"=""""","=""""",3,4.20,,,,,,2021/01/01,2021/10/04,,,read,,,,1,0
30621599,Turning the Page (The Rosewoods #9),Katrina Abbott,"Abbott, Katrina",,"=""""","=""""",2,4.01,,Unknown Binding,,,2015,2021/01/01,2021/10/04,,,read,,,,1,0
30621597,Hitting the Target (The Rosewoods #8),Katrina Abbott,"Abbott, Katrina",,"=""""","=""""",2,4.13,,Unknown Binding,,,2015,2021/01/01,2021/10/04,,,read,,,,1,0
30621591,Making Ripples (The Rosewoods #6),Katrina Abbott,"Abbott, Katrina",,"=""""","=""""",2,4.02,,Unknown Binding,,,,2021/01/01,2021/10/04,,,read,,,,1,0
30621573,"This Point Forward (The Rosewoods, #5)",Katrina Abbott,"Abbott, Katrina",,"=""""","=""""",2,4.10,,,,,,2021/01/01,2021/10/04,,,read,,,,2,0
30621569,"Reading Between the Lines (The Rosewoods, #4)",Katrina Abbott,"Abbott, Katrina",,"=""""","=""""",3,4.10,,,,,,2021/01/01,2021/10/03,,,read,,,,1,0
30621566,"Playing the Part (The Rosewoods, #3)",Katrina Abbott,"Abbott, Katrina",,"=""""","=""""",3,3.96,,,,,,2021/01/01,2021/10/03,,,read,,,,1,0
30621563,"Masquerade (The Rosewoods, #2)",Katrina Abbott,"Abbott, Katrina",,"=""""","=""""",3,4.08,,Unknown Binding,,,2014,2021/01/01,2021/10/03,,,read,,,,1,0
20492486,"Taking The Reins (The Rosewoods, #1)",Katrina Abbott,"Abbott, Katrina",,"=""""","=""""",3,3.84,Over The Cliff Publishing,Kindle Edition,206,2014,2014,2021/01/01,2021/10/03,,,read,,,,1,0
25322449,Radio Silence,Alice Oseman,"Oseman, Alice",,"=""""","=""""",4,4.18,Harper Collins Children's Books,Paperback,496,2016,2016,2021/01/01,2021/10/02,,,read,,,,1,0
40097951,The Silent Patient,Alex Michaelides,"Michaelides, Alex",,"=""1250301696""","=""9781250301697""",4,4.17,Celadon Books,Hardcover,336,2019,2019,2021/01/01,2021/10/02,,,read,,,,1,0
23341743,A Totally Awkward Love Story,Tom Ellen,"Ellen, Tom",Lucy Ivison,"=""""","=""""",1,3.35,Delacorte,ebook,320,2016,2014,2021/01/01,2021/10/02,,,read,,,,1,0
40961427,1984,George Orwell,"Orwell, George",,"=""""","=""""",3,4.20,Houghton Mifflin Harcourt,ebook,298,2013,1949,2021/01/01,2021/10/02,,,read,,,,1,0
22299763,"Crooked Kingdom (Six of Crows, #2)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",4,4.57,Orion Children's Books,Kindle Edition,561,2016,2016,2021/01/01,2021/10/02,,,read,,,,1,0
23437156,"Six of Crows (Six of Crows, #1)",Leigh Bardugo,"Bardugo, Leigh",,"=""1627792120""","=""9781627792127""",4,4.46,Henry Holt & Company,Hardcover,480,2015,2015,2021/01/01,2021/10/02,,,read,,,,1,0
32620332,The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""1501139231""","=""9781501139239""",4,4.40,Atria Books,Hardcover,389,2017,2017,2021/01/01,2021/10/01,,,read,,,,1,0
